"Data Source","World Development Indicators",

"Last Updated Date","2022-12-22",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Armenia","ARM","Trade (% of GDP)","NE.TRD.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81.3357185450209","100.865855188857","101.076759405526","107.973146280234","112.429364602262","86.1148570667578","79.2295601199241","78.5477450545048","71.8424518815414","70.5604791440404","72.2333302273367","69.8642663925336","73.9845018432309","80.0513676022426","73.0706339919371","70.1397385835334","61.0301379818566","56.9750470853147","54.5423279613666","57.2742357441995","64.642975973633","69.4355736620453","75.9616759606704","77.5550481598824","75.778866962639","71.6820743427575","76.0779674593548","87.202376539837","92.473107021212","96.1141541288708","69.4888075396076","79.16676339018",
"American Samoa","ASM","Trade (% of GDP)","NE.TRD.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","210.9375","207.442748091603","202.357563850688","223.2","229.817444219067","218.146718146718","249.821428571429","161.333333333333","157.940663176265","157.543859649123","176.40625","173.824451410658","174.805598755832","162.407132243685","159.165424739195","161.437908496732","171.830985915493","156.568778979907","156.005586592179","149.224259520451",
"Antigua and Barbuda","ATG","Trade (% of GDP)","NE.TRD.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","235.506619514592","217.957095999899","215.659605045359","202.265249230014","200.775982630178","195.143546269629","193.335073523014","173.368590892793","172.437884606487","163.90534966323","171.675453126149","181.156297945854","175.749456915279","170.266405177737","165.314787907856","165.809271759493","151.087444858872","152.845890201161","152.375619380001","151.528152451032","156.211303767191","156.154794504309","139.786704053953","136.872934273148","133.870867961469","135.064152858016","139.410164737487","91.5251421713841","",
"Australia","AUS","Trade (% of GDP)","NE.TRD.GNFS.ZS","27.0089688797929","27.3813588255377","26.5291207555656","26.7938851913478","28.6527692814456","28.4396154011986","28.016569600525","26.7319083183106","26.7383340751138","25.2465423014686","26.1536377184663","25.5548399881106","24.7575648738439","25.1319724614119","26.3228521255094","28.9701919838329","26.8629497654441","28.6308261610744","28.1777684707495","29.6241715859235","32.2989948815476","31.6040615134191","30.325379856246","29.175861886912","28.541210385429","32.4898510352793","33.0101739617116","32.5115067364172","32.566164463752","32.0650048875855","32.1523172262471","32.1885684017913","33.0438541989043","35.3990568055196","36.4584962957089","37.7066307390704","38.2360170004235","37.9833569277866","39.9940599436543","39.0561130887626","40.9669868309774","44.2503564880831","41.4716798450863","40.2223014000354","37.0297121419143","39.1825940669848","41.587780207107","42.0365456075804","42.8640727708788","45.746756618971","40.5203306398613","41.8425510944351","43.1667351030812","41.27489915379","42.471742409125","41.6231084115431","40.822834830936","41.9513448728358","43.3895481199478","45.8267257025408","44.2334340841568","39.8700454091219",
"Austria","AUT","Trade (% of GDP)","NE.TRD.GNFS.ZS","","","","","","","","","","","54.8603907820123","54.380470810538","54.2960196144724","54.4568197404044","59.5677321118563","56.5991343539106","59.9162824894445","60.2775963946407","59.6679872436748","63.3172195649945","66.8250056155535","68.3965493602774","64.1171137058053","62.4721845225182","66.5750061022185","70.0831623102221","64.0145976599605","62.8537226292472","66.5625495918394","70.538359093152","71.4883694717106","70.0484055944094","67.6301676560879","63.2650507794238","65.9870933970696","68.25660110272","70.0836711206827","74.8676902155828","76.9271493915785","78.2601403439716","85.3604956179232","87.5366647639352","86.9481679996606","86.3873824162825","90.7923456929297","94.0338056833054","98.0883112053436","100.733254061926","102.073682731706","87.0622309742796","99.0197962369563","105.102788629725","105.152177427838","104.066414086373","103.503535251069","102.42731538918","100.982078278741","104.938844932748","107.923639505579","107.885997501218","100.223631233977","111.222292073491",
"Azerbaijan","AZE","Trade (% of GDP)","NE.TRD.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83.0832196452933","86.8637724550898","140.799983402834","133.490445859873","55.3493194555644","85.8937107507733","80.8497401741931","82.0789665326283","77.2278091030634","69.8259648751026","78.5485682796041","78.8151854917601","92.8181443298969","107.551948506262","121.507115894117","115.841884607706","105.262399846369","96.6418081486575","89.2428968637573","74.7440416836369","74.9859884610856","80.5080450059522","78.263069540422","74.6758447629851","69.4832251953347","72.6015079073189","90.0773187345677","90.4023156823216","91.6725765369825","85.8181454084561","72.0178676487811","76.5707098065104",
"Burundi","BDI","Trade (% of GDP)","NE.TRD.GNFS.ZS","25.8928574435131","27.5862079836929","29.5081958920413","21.8045114655597","26.1744966082609","22.8822529667839","23.7683401950761","22.6863662585732","23.662507797879","21.7532896713333","22.3097965544679","22.6074300410872","26.8094131157561","24.3489043362581","25.2873351845382","27.2774163190328","30.379360630475","34.8870291528506","31.9340935865245","36.8847861616734","32.1014455985716","31.1810462057784","37.1194209891435","33.7933398239583","35.056316693605","31.8135215539913","34.0388589004453","35.4835346628137","38.5439533047301","32.6893093927341","35.6481395516768","38.4225604772107","38.2261314127976","36.5429966027968","38.7535235814749","40.2046264145201","21.5737222729","24.2753792298716","27.4400299850075","23.5397452788757","22.5537244890286","20.9640456147222","21.6738294069666","27.3763120796107","31.5761181816532","35.0999988412936","42.4","38.7999987731993","47.1999995814015","35.8000035591914","39.5000053977394","43.0000028373483","43.7053731916201","46.6040790867655","42.995025805263","22.8382834157721","23.0437252570449","22.2402931011977","26.5997024647774","29.0262100000001","26.7733299999999","28.81866",
"Belgium","BEL","Trade (% of GDP)","NE.TRD.GNFS.ZS","","","","","","","","","","","87.7273019754199","85.5840807687108","85.2144387292793","94.1440940214668","105.271077601296","91.5237486786852","96.8157584257173","95.6775227443742","92.3126039376739","101.572970541061","103.055447784319","110.221352145195","117.925349546572","120.395562511556","128.230735025444","123.876986090012","112.327024533852","109.919099925859","116.422946593266","124.936932679633","121.467851074465","118.59013771799","115.069287501636","109.012736996759","113.232300033612","116.378567821327","119.212775757383","125.68894005618","124.709122626318","125.169990540949","142.230135067034","139.576839834619","136.085149488081","132.715552833888","136.918405348432","144.529050669983","149.567509299511","152.468446875303","161.088447790447","135.406040531897","149.997673074386","161.493723664633","160.746030229324","157.850845041743","158.783215919076","154.192546509323","157.66502598438","165.32583634966","166.494787097425","164.176916086035","157.180722372774","172.674451475936",
"Benin","BEN","Trade (% of GDP)","NE.TRD.GNFS.ZS","18.2341998166072","14.1181216852278","13.4771276576628","15.447259020027","17.3805034251725","22.1732736350777","23.0426078397633","27.4380883208416","28.4112293667841","33.2017249500644","39.6379034467417","45.6184127164884","41.1845516067007","41.6121426133332","43.8114045020463","47.9412279615522","44.0197577086964","50.9596855186593","51.0704526504407","54.5381681535616","53.1386195994861","59.8893720979652","57.8573353739462","45.3420118908271","50.5113034919755","60.3012179781571","49.2914176982042","46.2181352147978","45.8868280290306","38.3003673589405","45.7201821451396","51.3447168355486","56.7407458048553","55.3817991336605","64.4004792535565","63.800140010475","56.5177914456367","58.7116296113966","59.5936252981433","54.3917891538957","47.3481515012844","48.2571706392197","43.7684225364311","41.6162305574334","39.9029743365096","39.0959311879142","39.7746987128551","49.1137841529705","47.7753592695169","44.7026290629806","51.4308599492924","47.2170288118403","50.7367367791134","59.2001918331875","65.2682749404551","56.7563131849476","58.9869283378276","61.4765969588474","61.7951944903448","63.68133231423","44.8332333768726","62.7382634021749",
"Burkina Faso","BFA","Trade (% of GDP)","NE.TRD.GNFS.ZS","20.7013700595553","21.2188624397492","21.2379483918704","21.2485012803128","14.3172756393415","16.0292171246163","16.7002191862921","18.8558132843739","21.4921288241186","22.3496083648567","21.5970104218475","25.442556614231","27.688726861213","29.231336311371","32.7936788935997","37.4993707069501","35.2134956783333","38.4035337580082","35.2192484844596","37.5285780653351","40.213028682332","40.7115242526657","39.8197514428109","37.4582972460124","39.7187056640872","40.9475469828696","37.9617294229875","39.4399463300075","38.1296822765951","32.3947599439306","35.4226504401749","33.7962364263647","28.3740163771975","29.6250839534616","39.2292222386411","40.7474714183407","38.1802977691941","37.4164187803511","40.9397835752562","35.2548157814824","35.1229419704263","31.6581708148511","31.3125228527966","30.3682364077323","35.4809436017462","34.1721697681049","35.1065423554549","33.7797172895073","35.3853169801502","40.2959836735924","49.0732385398039","57.4972531038508","61.2386079818398","64.0358513024234","58.8235624937426","59.0891813101662","57.8931727994406","59.2687802020168","60.5956256236488","58.6641672388108","","",
"Bangladesh","BGD","Trade (% of GDP)","NE.TRD.GNFS.ZS","19.3039436708071","22.4823523745223","21.554848275691","21.6397630631354","24.1502678104311","23.0293137134448","22.9361029749964","21.9018601093214","19.9371403769383","19.8113211700256","20.8205969538367","17.0190718372794","19.4072895559385","18.3946565109774","14.0496210654104","10.9956261323865","22.3822749296616","19.4221981983695","21.0385149611892","21.9070635430834","23.377231112235","19.2471590909091","20.6069241937352","20.3168806212371","16.8117271749034","18.2221846249994","17.0187425082782","16.6877976312963","17.6780643099612","18.3251740190693","18.9665020125385","18.8898268850747","19.9340055024511","23.1215830698982","22.8658645545703","28.2094960764218","26.0760877233809","26.3255133900833","27.8800634028394","28.3879405571158","29.3217143619038","32.0980170730117","28.9673807211649","27.657884900158","26.8582341492431","34.396934864465","38.1119244325921","39.9423826531735","42.6209140325589","40.092796223023","37.8028426708321","47.4208498356898","48.1109227476789","46.2964027239758","44.5140801968096","42.0859963070382","31.3341501346142","29.9997306724343","32.5146317240884","31.5780512814675","26.2714465475855","27.7240047036631",
"Bulgaria","BGR","Trade (% of GDP)","NE.TRD.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","66.3964173548912","70.1610468042275","67.4993968221142","74.0878629932986","78.3773116646511","85.9973677186588","83.5035643944016","83.4076531631779","91.4617513059035","94.578970772527","69.847060845197","82.6823876197494","100.049800796813","84.0414854466377","90.7201293759513","55.2627350026692","85.8207914540411","86.4637364673225","77.0452030341","90.0749616578503","77.7457041594489","79.0813687477668","75.2696110143524","79.0138853713575","93.063897964183","99.7142112127381","111.04746275381","123.532557660753","124.688747515359","92.6926456036375","103.411584202859","117.456289316293","123.993561447479","129.732659126464","130.28729035681","126.700942430032","122.833824180651","129.676597014807","128.851658793041","124.63959983931","110.281829998235","120.97408121999",
"Bahrain","BHR","Trade (% of GDP)","NE.TRD.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","239.348924963302","251.13888334995","225.758688357164","189.632583309598","190.330268981954","191.610232321025","183.523568876884","189.767930827029","172.832411464694","186.273821160598","210.160965794769","180.64181022066","181.124037169727","164.603897100189","155.17817162615","152.464315379845","164.115419261449","148.582078139234","128.48910154402","141.831698808263","135.809135327865","127.026266277537","131.133634216392","128.091582155216","140.737310039923","148.313525108923","147.104181068989","137.785050572304","145.882511145821","117.963725409489","120.472394522656","174.155268022181","185.884650580276","191.872554115951","175.567836938356","154.931374967452","139.620555512011","143.086667256454","150.806054558909","141.700834964514","139.807939692076","",
"Bahamas, The","BHS","Trade (% of GDP)","NE.TRD.GNFS.ZS","","","","","","","","","","","","","","","","","","148.793828892006","150.180201826045","129.075265039896","133.258443795402","129.75113915177","125.337388329215","124.584487534626","121.895056587134","124.061710865761","121.72295247725","117.126017580178","","111.000326583932","110.120025268478","106.118618136001","101.461563203602","103.359961190168","104.401963792574","104.465441819773","105.856747021336","79.7348855718879","77.7261671656993","75.7027383336782","79.6449438925669","72.5008806383396","70.2779817050926","71.063540505226","76.0019833710461","81.3962709176308","87.5507143032777","88.0128155625079","87.4292228766863","76.5210439633098","78.6756024311196","88.3336891598687","84.2507345739471","85.4650282122165","83.6454577178085","73.4545056019693","70.3876768120596","71.7574609956626","75.662051772527","71.9202898550725","59.4566730243827","69.6277858073265",
"Bosnia and Herzegovina","BIH","Trade (% of GDP)","NE.TRD.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","101.847227683838","91.8796126648453","107.500043530726","100.630964756317","125.666609057011","121.820541564193","85.3577431341788","86.0357326558687","78.727479488695","80.5694572639365","81.8126836247759","84.3554628217984","79.8299477752016","83.551858889163","86.1628798430504","73.7474942255023","80.9682159626823","87.8363477136556","88.1451088628529","87.9312413116757","90.5522806874185","89.3416597742851","89.3082485136289","97.9595641186687","99.8968920580931","95.8259282873474","83.2439706029133","97.2339362499567",
"Belarus","BLR","Trade (% of GDP)","NE.TRD.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.6073903002309","66.6666666666667","117.391304347826","150.964467005076","155.375709548699","103.718194772782","96.7748997857579","125.516179156558","122.957697735989","120.835117829629","141.609165955024","137.044930473063","131.002058282291","134.141852273225","142.136510387704","118.88435169233","124.295103889386","128.153877979073","129.599478545475","108.63564482836","115.917972989303","157.974255073313","153.085269313372","119.815965235724","110.651424367582","115.914826201946","125.209322899662","133.367754723012","139.393736250171","130.850406102184","118.933883690331","138.738572245355",
"Belize","BLZ","Trade (% of GDP)","NE.TRD.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","102.34174767162","106.384682844519","97.9937787916108","94.2278520239652","109.383270283229","90.6217800321465","93.6906998715734","101.456893023037","107.29639930997","104.325600040274","79.0718835304823","78.881469115192","80.5335255948089","75.8988015978695","80.9462086843811","77.3365913255956","79.4480328831474","85.9447004608295","86.7067833698031","95.6923076923077","98.5215053763441","93.8950988822012","93.8767234387672","95.1078582434515","87.0456998920475","93.8077317824153","99.493991144845","96.5212264150943","106.043956043956","89.9732222552812","95.4270923209664","107.639461390492","112.007356805045","108.967726040897","107.132834424696","103.257181633115","95.6829754261678","96.8503937007874","99.719222462203","100.931098696462","80.3605769230769","96.5884005619105",
"Bermuda","BMU","Trade (% of GDP)","NE.TRD.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.595080341836","76.2704368073774","73.7823030616219","76.2701066974999","76.5167474588353","73.2954985174785","72.7499093828891","72.3924284503794","77.5552703807388","77.5601016506443","69.1958803841416","72.2345118928467",
"Bolivia","BOL","Trade (% of GDP)","NE.TRD.GNFS.ZS","40.1428890377316","39.7372742200328","40.754646142294","43.3228730822873","43.7722419928826","48.1476323119777","47.7358490566038","48.5131974607417","43.8186813186813","43.6707714596161","48.9571263035921","45.7897971727105","45.1315789473684","56.0343463121241","62.0901346785323","58.154952408662","57.5630636398558","56.4190706244871","52.7033855482567","51.5707792927613","46.8130080420528","46.2197715067103","58.4682610783356","52.3558214304467","49.4747337472823","41.8927912142086","47.0313573966702","43.622656667762","41.9062518620817","45.6546855355393","46.7032725851148","48.444968874686","49.1108578783889","47.4671256895523","48.8608505020702","49.737987097898","49.8562913723023","50.4696628058748","52.2811629581228","44.1682564870165","45.5977750218555","45.2278224315522","49.3502603725957","51.967836443987","57.4642660901316","67.6419413613743","74.537848431547","76.0619114476148","82.8670208961798","68.6270739127592","75.5116262512877","82.4803954243518","84.9487611684942","81.2309075267174","85.2644695625131","67.9328451869265","56.4010345064908","56.7046527339133","57.1099646333271","56.3973067329667","45.5032625935066","59.0183338683215",
"Brazil","BRA","Trade (% of GDP)","NE.TRD.GNFS.ZS","12.6154715278744","12.8933967789278","9.38485014285999","17.9399844236981","12.2058053601836","12.8920351041091","12.2632941076674","11.3543843508467","12.5906263621837","13.2759246918131","14.4791733661385","14.6509169793049","16.1319526216382","16.8561891361338","20.9677780688456","18.2343303683349","16.4155479824129","15.1552494051265","14.5778875985257","16.5668826070039","20.1554074919697","19.6329239927092","16.4911703717319","21.9003525232033","23.8300746657723","20.4497665840761","15.8606541452464","16.2623973390749","17.7672447097778","14.3908776472134","15.1556030169304","16.5920777626646","19.2533747878959","19.5993205474635","18.6747597961023","16.9844599991956","15.6355914758682","16.5762092613247","16.4385849312059","20.9821664782285","22.6397613567941","26.936285022064","27.6183574022309","28.1403847231593","29.6782524787535","27.0867952147935","26.0416998853051","25.2926113736798","27.2575694196952","22.1059756017065","22.7721781120049","23.9344051776102","25.1142736128073","25.7859573255328","24.6854058183204","26.9536259360114","24.5336820804399","24.3197343746749","28.8762033745466","28.8902578692948","32.8904521044545","39.1761221482005",
"Barbados","BRB","Trade (% of GDP)","NE.TRD.GNFS.ZS","","","","","","","","","","","","","","","","110.790814348365","111.301817215983","110.699382625342","126.434355651677","141.556033523696","120.849705304519","109.446675591254","110.760358821017","118.881737731295","118.253968253968","108.652557319224","92.3417924831352","77.3424737456243","79.7120131651125","83.5390334572491","86.5035829009143","81.9758858267717","75.9223300970874","80.0819277108434","83.4203836376242","91.8995290423862","93.4160706773244","95.763184079602","88.0444758206848","88.1910055583628","90.5785259029253","86.3627434932067","83.4717527764365","90.0919146284468","92.0467411815938","97.616180128289","96.5168342924119","91.1434148441505","94.5437996511168","88.4573028028819","86.9230093553578","86.5921050358885","87.2259493077801","92.198440694286","89.7634348299013","87.3425971204213","78.6457707565373","76.4464626938606","75.463729384312","74.4527398225102","66.5375230104029","70.8462364259466",
"Brunei Darussalam","BRN","Trade (% of GDP)","NE.TRD.GNFS.ZS","","","","","","","","","","","","","","","107.407690543536","113.485417268265","111.913768095333","110.722059241033","109.48541402428","109.199455478834","105.025773195876","106.856740202721","106.569503040929","107.25144327232","","","","","","97.0192105593723","99.0753800344774","106.849100860047","105.781364636831","106.526982212843","99.4874259170271","115.543964232489","120.573963676695","115.67966826487","107.87610619469","104.219571630114","103.171625469555","108.718870678156","108.747969082215","105.258467568502","100.589570685232","97.4576166216243","96.9411493596989","95.7504672644039","105.913844072184","108.572636487672","95.3689459604066","99.5365403596103","105.641023977752","110.936878837404","102.420968814048","89.893790077624","87.3182670815342","85.1767490461377","93.896319873231","108.509658357959","110.291003658452","147.123112663177",
"Bhutan","BTN","Trade (% of GDP)","NE.TRD.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","54.1148363607369","66.7818591595532","64.6804955605067","61.1156500891576","61.2472309470792","69.7536749504925","73.7685764327379","64.281960921325","80.4822195184224","68.8145422223671","61.2162874403668","75.9729858132023","91.7608375674865","78.7559933474217","72.1007793556435","83.8829086495551","84.629491433895","85.2114372285036","85.5831350923996","85.866205982457","80.3534551450573","76.4274859327885","75.4770985277337","78.6308037285846","95.944310220905","105.524232171015","116.549782379648","114.933803232835","109.403262505268","109.569557994505","115.924496111725","114.400833381894","104.186841823183","105.199306422113","96.3256143683133","97.88095484199","83.4088850323327","81.2067393683411","84.1870116266903","82.1286054789405","75.9210701351935","84.5616007049371",
"Botswana","BWA","Trade (% of GDP)","NE.TRD.GNFS.ZS","65.9195781147001","69.7418276611398","72.7650318789505","76.3398001952537","77.387712439321","82.3170731707317","80.2168021680217","75.3873411098824","86","75.3375337533753","85.5692530819434","94.7136563876652","97.9150275373721","100.796695190322","105.698485212792","107.386255473063","116.707882534776","120.210387902696","120.584926884139","119.372942232864","119.501546297981","121.235392320534","123.836180087077","124.649064820936","118.773470717855","117.522808175582","117.459589590737","123.571753295954","114.451590222921","105.360864562126","104.847320396747","99.5583853464229","89.7512545868151","86.2082050096699","88.1806097283683","94.595171646002","90.955575275056","108.604415150755","101.841039320292","98.9290812021418","91.924729689918","87.5250655680957","91.8357740585774","85.8340425151264","90.9978228872631","88.5053520573505","86.612433913524","98.4965249407252","99.008222007989","88.4807886337378","94.6390020873926","98.9614677801469","111.875280620952","125.78303991122","119.497541791464","112.900891016005","100.464689766026","81.9239513763494","87.4551039946493","83.2419284512776","77.8206893954095","94.4794860386494",
"Central African Republic","CAF","Trade (% of GDP)","NE.TRD.GNFS.ZS","57.4545367418192","62.2516545984825","62.2950725665156","63.7223974454916","69.2528596784602","64.7696449864499","70.8762886597938","73.2009677419355","73.9435231051187","64.933122360612","73.5008478028886","67.2226952791009","58.7478877440636","65.1049252125144","71.0729370672464","61.0503166351623","51.5134770679399","59.5293038235671","57.3060779001441","57.5655068303631","66.3023280832322","58.4431938924067","56.4022587335688","60.7652604197473","58.8956716431012","53.6444942027307","46.8090580912756","46.3944345628938","42.7986346311062","46.7670475619484","42.9429835183745","43.7093216871222","43.2290760804125","39.9886220219109","48.4180322318527","50.4758911171183","47.0844050293092","55.8185083614851","51.0495318767161","43.212343897896","45.6597819937269","39.7304997372329","36.1085647794782","36.2312260023474","33.2439549188203","35.0709368656226","36.3958702287378","37.5808990187896","34.4375218095517","31.4942464896799","34.4304819543042","34.4756183327299","33.0594485943314","38.3992875721315","53.0950920179825","53.1451477769621","50.53064402191","57.1435457117119","49.6602000024318","50.0658000014868","49.5210200011921","44.6855300013551",
